update_id,project_id,report_date,planned_pct_complete,actual_pct_complete,estimated_cost_to_complete,forecast_completion_date,primary_delay_reason,submitted_by
UPD00563,P075,2025-03-18,97.4,87,281556.72,2025-04-21,Material lead time,Priya Shah
UPD00564,P075,2025-04-15,100,94.7,99499.76,2025-04-23,Subcontractor availability,Priya Shah
UPD00565,P075,2025-04-24,100,100,0,2025-04-24,Material lead time,Priya Shah
UPD00566,P076,2025-10-11,15.1,12.4,960540.28,2026-03-25,Owner decision / change order,Priya Shah
UPD00567,P076,2025-11-08,30.3,28.4,876868.41,2026-03-27,Material lead time,Priya Shah
UPD00568,P076,2025-12-06,45.4,38.8,802231.89,2026-03-29,Weather,Priya Shah
UPD00569,P076,2026-01-03,60.5,52.8,649106.63,2026-03-30,Subcontractor availability,Priya Shah
UPD00570,P076,2026-01-31,75.7,65.5,562929.07,2026-04-01,Owner decision / change order,Priya Shah
UPD00571,P076,2026-02-28,90.8,78.2,505709.3,2026-04-03,Weather,Priya Shah
UPD00572,P076,2026-03-28,100,94.7,391106.64,2026-04-05,Subcontractor availability,Priya Shah
UPD00573,P076,2026-04-25,100,100,267924.68,2026-04-07,Unforeseen site condition,Priya Shah
UPD00574,P076,2026-05-23,100,100,227056.38,2026-04-09,Unforeseen site condition,Priya Shah
UPD00575,P076,2026-06-20,100,100,173556.63,2026-04-10,Material lead time,Priya Shah
UPD00576,P076,2026-06-30,100,91.2,116018.48,2026-04-11,Subcontractor availability,Priya Shah
UPD00577,P077,2025-10-04,13.2,13.3,784826.84,2026-04-04,Material lead time,Elena Martinez
UPD00578,P077,2025-11-01,26.4,27.4,722872.11,2026-04-04,Weather,Elena Martinez
UPD00579,P077,2025-11-29,39.6,41.3,636979.93,2026-04-03,Material lead time,Elena Martinez
UPD00580,P077,2025-12-27,52.8,52.5,546057.71,2026-04-03,Subcontractor availability,Elena Martinez
UPD00581,P077,2026-01-24,66,68.3,509226.82,2026-04-02,Subcontractor availability,Elena Martinez
UPD00582,P077,2026-02-21,79.2,79.3,420259.14,2026-04-02,Owner decision / change order,Elena Martinez
UPD00583,P077,2026-03-21,92.5,96,338773.02,2026-04-02,Owner decision / change order,Elena Martinez
UPD00584,P077,2026-04-18,100,100,270889.99,2026-04-01,Owner decision / change order,Elena Martinez
UPD00585,P077,2026-05-16,100,100,187845.79,2026-04-01,Owner decision / change order,Elena Martinez
UPD00586,P077,2026-06-13,100,100,117063.88,2026-03-31,Owner decision / change order,Elena Martinez
UPD00587,P077,2026-06-30,100,96,79865.23,2026-03-31,Material lead time,Elena Martinez
UPD00588,P078,2025-09-27,8.8,7.5,1241061.61,2026-07-27,Owner decision / change order,Priya Shah
UPD00589,P078,2025-10-25,17.5,16.2,1186007.45,2026-07-29,Subcontractor availability,Priya Shah
UPD00590,P078,2025-11-22,26.3,25.2,1054120.66,2026-08-01,Owner decision / change order,Priya Shah
UPD00591,P078,2025-12-20,35,31.5,985152.96,2026-08-03,Material lead time,Priya Shah
UPD00592,P078,2026-01-17,43.8,39.8,876951.33,2026-08-05,Subcontractor availability,Priya Shah
UPD00593,P078,2026-02-14,52.5,46.4,766286.98,2026-08-08,Subcontractor availability,Priya Shah
UPD00594,P078,2026-03-14,61.3,57.2,657748,2026-08-10,Owner decision / change order,Priya Shah
UPD00595,P078,2026-04-11,70,64.2,522867.37,2026-08-12,Material lead time,Priya Shah
UPD00596,P078,2026-05-09,78.8,70.4,485857.89,2026-08-15,Material lead time,Priya Shah
UPD00597,P078,2026-06-06,87.5,80.4,333659.61,2026-08-17,Weather,Priya Shah
UPD00598,P078,2026-06-30,95,78.6,254175.26,2026-08-19,Owner decision / change order,Priya Shah
UPD00599,P079,2026-04-07,23.9,18.2,1008347.47,2026-07-18,None,Elena Martinez
UPD00600,P079,2026-05-05,47.9,40,758607.09,2026-07-23,Owner decision / change order,Elena Martinez
UPD00601,P079,2026-06-02,71.8,55.9,506103.66,2026-07-29,Unforeseen site condition,Elena Martinez
UPD00602,P079,2026-06-30,95.7,87.2,192590.41,2026-08-03,Unforeseen site condition,Elena Martinez
UPD00603,P080,2026-03-22,18.1,15.2,386245.57,2026-08-06,Labor availability,Olivia Bennett
UPD00604,P080,2026-04-19,36.1,33.7,337902.04,2026-08-10,Labor availability,Olivia Bennett
UPD00605,P080,2026-05-17,54.2,46.7,275645.05,2026-08-14,Labor availability,Olivia Bennett
UPD00606,P080,2026-06-14,72.3,63.3,193712.94,2026-08-18,Labor availability,Olivia Bennett
UPD00607,P080,2026-06-30,82.6,74.8,118900.81,2026-08-20,Labor availability,Olivia Bennett
UPD00608,P081,2025-12-29,11.3,9.5,746616.23,2026-08-14,Owner decision / change order,Priya Shah
UPD00609,P081,2026-01-26,22.6,23.2,661464.66,2026-08-16,Material lead time,Priya Shah
UPD00610,P081,2026-02-23,33.9,33.1,602216.69,2026-08-18,Material lead time,Priya Shah
UPD00611,P081,2026-03-23,45.2,41.1,513529.36,2026-08-20,Subcontractor availability,Priya Shah
UPD00612,P081,2026-04-20,56.5,52.7,444694.29,2026-08-22,Owner decision / change order,Priya Shah
UPD00613,P081,2026-05-18,67.7,61.2,353882.71,2026-08-25,Owner decision / change order,Priya Shah
UPD00614,P081,2026-06-15,79,74.8,264803.13,2026-08-27,Subcontractor availability,Priya Shah
UPD00615,P081,2026-06-30,85.1,70.7,234920.65,2026-08-28,Unforeseen site condition,Priya Shah
UPD00616,P082,2026-01-01,14.2,12.2,1470935.64,2026-06-23,Labor availability,Daniel Kim
UPD00617,P082,2026-01-29,28.4,27.7,1241491.01,2026-06-24,Labor availability,Daniel Kim
UPD00618,P082,2026-02-26,42.6,38.3,1113334.88,2026-06-26,Labor availability,Daniel Kim
UPD00619,P082,2026-03-26,56.9,55.2,889597.44,2026-06-27,Labor availability,Daniel Kim
UPD00620,P082,2026-04-23,71.1,67.2,653233.6,2026-06-28,Labor availability,Daniel Kim
UPD00621,P082,2026-05-21,85.3,81.5,477300.49,2026-06-29,Labor availability,Daniel Kim
UPD00622,P082,2026-06-18,99.5,94.1,159980.32,2026-06-30,Labor availability,Daniel Kim
UPD00623,P082,2026-06-30,100,93.1,109728.3,2026-07-01,Labor availability,Daniel Kim
UPD00624,P083,2025-11-09,23.7,20.3,1100204.49,2026-02-16,Unforeseen site condition,Daniel Kim
UPD00625,P083,2025-12-07,47.5,36.8,967543.84,2026-02-18,Subcontractor availability,Daniel Kim
UPD00626,P083,2026-01-04,71.2,58,857493.52,2026-02-20,Subcontractor availability,Daniel Kim
UPD00627,P083,2026-02-01,94.9,79.7,758065.25,2026-02-22,Unforeseen site condition,Daniel Kim
UPD00628,P083,2026-03-01,100,95.1,626890.94,2026-02-25,Owner decision / change order,Daniel Kim
UPD00629,P083,2026-03-29,100,100,492960.5,2026-02-27,Material lead time,Daniel Kim
UPD00630,P083,2026-04-26,100,100,382776.46,2026-03-01,Material lead time,Daniel Kim
UPD00631,P083,2026-05-24,100,100,329194.74,2026-03-03,Material lead time,Daniel Kim
UPD00632,P083,2026-06-21,100,100,154602.78,2026-03-05,Material lead time,Daniel Kim
UPD00633,P083,2026-06-30,100,93.2,78200.1,2026-03-06,Weather,Daniel Kim
UPD00634,P084,2025-12-16,22.4,22.7,826254.26,2026-03-23,Unforeseen site condition,Elena Martinez
UPD00635,P084,2026-01-13,44.8,44.6,746486.4,2026-03-23,Subcontractor availability,Elena Martinez
UPD00636,P084,2026-02-10,67.2,65.9,639909.21,2026-03-23,Weather,Elena Martinez
UPD00637,P084,2026-03-10,89.6,91.7,522721.86,2026-03-23,Material lead time,Elena Martinez
UPD00638,P084,2026-04-07,100,100,437533.88,2026-03-23,Subcontractor availability,Elena Martinez
UPD00639,P084,2026-05-05,100,100,321333.76,2026-03-23,Unforeseen site condition,Elena Martinez
UPD00640,P084,2026-06-02,100,100,215120.88,2026-03-23,Owner decision / change order,Elena Martinez
UPD00641,P084,2026-06-30,100,95.2,88040.25,2026-03-23,Material lead time,Elena Martinez
UPD00642,P085,2025-09-27,16.6,11.2,822727.73,2026-02-28,Subcontractor availability,Olivia Bennett
UPD00643,P085,2025-10-25,33.1,25.2,766553.21,2026-03-03,Subcontractor availability,Olivia Bennett
UPD00644,P085,2025-11-22,49.7,39.3,675085.9,2026-03-06,Material lead time,Olivia Bennett
UPD00645,P085,2025-12-20,66.3,50.9,578931.67,2026-03-09,Weather,Olivia Bennett
UPD00646,P085,2026-01-17,82.8,66.6,476419.43,2026-03-12,Subcontractor availability,Olivia Bennett
UPD00647,P085,2026-02-14,99.4,77.3,398092.59,2026-03-15,Material lead time,Olivia Bennett
UPD00648,P085,2026-03-14,100,94.1,371298.91,2026-03-18,Material lead time,Olivia Bennett
UPD00649,P085,2026-04-11,100,100,299672.64,2026-03-21,Weather,Olivia Bennett
UPD00650,P085,2026-05-09,100,100,218415.12,2026-03-24,Owner decision / change order,Olivia Bennett
UPD00651,P085,2026-06-06,100,100,152168.31,2026-03-27,Owner decision / change order,Olivia Bennett
UPD00652,P085,2026-06-30,100,87.7,89242.33,2026-03-29,Material lead time,Olivia Bennett
UPD00653,P086,2026-05-23,29.8,29.3,291798.61,2026-07-31,Material lead time,Elena Martinez
UPD00654,P086,2026-06-20,59.6,58.8,182875.54,2026-08-01,Subcontractor availability,Elena Martinez
UPD00655,P086,2026-06-30,70.2,64.2,147701.01,2026-08-02,Subcontractor availability,Elena Martinez
UPD00656,P087,2026-03-24,10.5,11.1,2127141.56,2026-11-20,Owner decision / change order,Elena Martinez
UPD00657,P087,2026-04-21,21.1,21.9,1933310.93,2026-11-20,Subcontractor availability,Elena Martinez
UPD00658,P087,2026-05-19,31.6,29.2,1684789.53,2026-11-22,Subcontractor availability,Elena Martinez
UPD00659,P087,2026-06-16,42.1,39.6,1311790.92,2026-11-23,Material lead time,Elena Martinez
UPD00660,P087,2026-06-30,47.4,50.7,1192331.64,2026-11-23,None,Elena Martinez
UPD00661,P088,2026-04-09,20.6,22.1,616830.28,2026-07-27,Owner decision / change order,Priya Shah
UPD00662,P088,2026-05-07,41.2,41.1,418437.39,2026-07-27,Owner decision / change order,Priya Shah
UPD00663,P088,2026-06-04,61.8,62.7,290475.86,2026-07-28,Owner decision / change order,Priya Shah
UPD00664,P088,2026-06-30,80.9,81.7,154463.67,,Subcontractor availability,Priya Shah
UPD00665,P089,2026-05-24,11.9,7.9,986702.27,2027-01-08,Labor availability,Elena Martinez
UPD00666,P089,2026-06-21,23.7,18.6,929219.78,2027-01-19,Labor availability,Elena Martinez
UPD00667,P089,2026-06-30,27.5,12.7,910995.14,2027-01-23,Labor availability,Elena Martinez
UPD00668,P090,2025-09-12,26.2,17.6,959056.56,2025-12-15,Labor availability,Marcus Reed
UPD00669,P090,2025-10-10,52.3,34.7,904217.73,2025-12-18,Labor availability,Marcus Reed
UPD00670,P090,2025-11-07,78.5,52.4,821986.33,2025-12-21,Labor availability,Marcus Reed
UPD00671,P090,2025-12-05,100,72.7,748248.65,2025-12-24,Labor availability,Marcus Reed
UPD00672,P090,2026-01-02,100,91.1,660220.27,2025-12-27,Labor availability,Marcus Reed
UPD00673,P090,2026-01-30,100,100,575130.8,2025-12-30,Labor availability,Marcus Reed
UPD00674,P090,2026-02-27,100,100,451270.86,2026-01-02,Labor availability,Marcus Reed
UPD00675,P090,2026-03-27,100,100,344704.54,2026-01-06,Labor availability,Marcus Reed
UPD00676,P090,2026-04-24,100,100,290192.18,2026-01-09,Labor availability,Marcus Reed
UPD00677,P090,2026-05-22,100,100,261692.45,2026-01-12,Labor availability,Marcus Reed
UPD00678,P090,2026-06-19,100,100,150388.41,2026-01-15,Labor availability,Marcus Reed
UPD00679,P090,2026-06-30,100,85.1,127348.64,2026-01-16,Labor availability,Marcus Reed
UPD00680,P091,2025-10-04,15,13.1,1669004.33,2026-03-17,Material lead time,Daniel Kim
UPD00681,P091,2025-11-01,29.9,26.5,1514784.91,2026-03-18,Owner decision / change order,Daniel Kim
UPD00682,P091,2025-11-29,44.9,39.6,1330826.59,2026-03-19,Owner decision / change order,Daniel Kim
UPD00683,P091,2025-12-27,59.9,55,1226095.21,2026-03-21,Owner decision / change order,Daniel Kim
UPD00684,P091,2026-01-24,74.9,66.7,1112832.38,2026-03-22,Unforeseen site condition,Daniel Kim
UPD00685,P091,2026-02-21,89.8,80.7,883111.75,2026-03-23,Unforeseen site condition,Daniel Kim
UPD00686,P091,2026-03-21,100,98.4,804624.77,2026-03-24,Material lead time,Daniel Kim
UPD00687,P091,2026-04-18,100,100,638648.14,2026-03-25,Weather,Daniel Kim
UPD00688,P091,2026-05-16,100,100,453364.7,2026-03-26,Material lead time,Daniel Kim
UPD00689,P091,2026-06-13,100,100,252445.62,2026-03-27,Subcontractor availability,Daniel Kim
UPD00690,P091,2026-06-30,100,90.1,209014.83,2026-03-28,Unforeseen site condition,Daniel Kim
UPD00691,P092,2025-11-11,23.7,20.9,754487.23,2026-02-20,Unforeseen site condition,Daniel Kim
UPD00692,P092,2025-12-09,47.5,36.4,653275.36,2026-02-22,Material lead time,Daniel Kim
UPD00693,P092,2026-01-06,71.2,55.6,555931.01,2026-02-25,None,Daniel Kim
UPD00694,P092,2026-02-03,94.9,74.2,506408.55,2026-02-27,Material lead time,Daniel Kim
UPD00695,P092,2026-03-03,100,92,372525.86,2026-03-02,Material lead time,Daniel Kim
UPD00696,P092,2026-03-31,100,100,300442.16,2026-03-05,Subcontractor availability,Daniel Kim
UPD00697,P092,2026-04-28,100,100,238685.33,2026-03-07,Material lead time,Daniel Kim
UPD00698,P092,2026-05-26,100,100,164125.32,2026-03-10,Subcontractor availability,Daniel Kim
UPD00699,P092,2026-06-23,100,100,86520.31,2026-03-12,Subcontractor availability,Daniel Kim
UPD00700,P092,2026-06-30,100,92.9,50102,2026-03-13,Material lead time,Daniel Kim
UPD00701,P093,2026-01-22,11.7,8.1,2570025.76,2026-09-03,Labor availability,Daniel Kim
UPD00702,P093,2026-02-19,23.3,23,2403599.65,2026-09-06,Labor availability,Daniel Kim
UPD00703,P093,2026-03-19,35,30.5,2206985.26,2026-09-10,Labor availability,Daniel Kim
UPD00704,P093,2026-04-16,46.7,41.9,1725405.41,2026-09-13,Labor availability,Daniel Kim
UPD00705,P093,2026-05-14,58.3,53.8,1501737.76,2026-09-17,Labor availability,Daniel Kim
UPD00706,P093,2026-06-11,70,61,1115813.52,2026-09-21,Labor availability,Daniel Kim
UPD00707,P093,2026-06-30,77.9,64.6,920841.37,2026-09-23,Labor availability,Daniel Kim
UPD00708,P094,2026-02-24,13,9.9,1894657.79,2026-09-25,Inspection / approval delay,Priya Shah
UPD00709,P094,2026-03-24,25.9,17.7,1768210.73,2026-10-04,Inspection / approval delay,Priya Shah
UPD00710,P094,2026-04-21,38.9,30,1621500.43,2026-10-13,Inspection / approval delay,Priya Shah
UPD00711,P094,2026-05-19,51.9,41.2,1474671.59,2026-10-22,Inspection / approval delay,Priya Shah
UPD00712,P094,2026-06-16,64.8,52.1,1283714.97,2026-10-31,Inspection / approval delay,Priya Shah
UPD00713,P094,2026-06-30,71.3,43.3,1170199.95,2026-11-04,Inspection / approval delay,Priya Shah
UPD00714,P095,2025-12-21,13,10.3,463846.11,2026-07-21,Subcontractor availability,Elena Martinez
UPD00715,P095,2026-01-18,25.9,17.4,390002.69,2026-07-27,Owner decision / change order,Elena Martinez
UPD00716,P095,2026-02-15,38.9,29.9,329702.22,2026-08-03,Material lead time,Elena Martinez
UPD00717,P095,2026-03-15,51.9,37.2,258811.88,2026-08-09,Weather,Elena Martinez
UPD00718,P095,2026-04-12,64.8,46.9,197815.83,2026-08-16,Unforeseen site condition,Elena Martinez
UPD00719,P095,2026-05-10,77.8,57.6,157840.71,2026-08-22,Subcontractor availability,Elena Martinez
UPD00720,P095,2026-06-07,90.7,71.2,115586.04,2026-08-29,Owner decision / change order,Elena Martinez
UPD00721,P095,2026-06-30,100,87.6,85967.41,2026-09-03,Unforeseen site condition,Elena Martinez
UPD00722,P096,2026-05-13,18.8,13.4,1927433.24,2026-09-30,Owner decision / change order,Elena Martinez
UPD00723,P096,2026-06-10,37.6,30.2,1669448.39,2026-10-11,Subcontractor availability,Elena Martinez
UPD00724,P096,2026-06-30,51,33.8,1481359.75,2026-10-18,Subcontractor availability,Elena Martinez
UPD00655,P086,2026-06-30,70.2,64.2,147701.01,2026-08-02,Subcontractor availability,Elena Martinez
UPD99999,P995,2026-06-30,70,51,180000,2026-10-15,Material lead time,Unknown
